rank,sorted_distance,sorted_idx
5053,0.0001112208265112713,20958
5054,0.00011122244177386165,26398
5055,0.0001112281097448431,20521
5056,0.0001112294994527474,12792
5057,0.00011123077274532989,1536
5058,0.00011123245349153876,19314
5059,0.00011123695003334433,9869
5060,0.00011123894364573061,4918
5061,0.00011123932927148417,2606
5062,0.00011124032607767731,5717
5063,0.00011124266166007146,19696
5064,0.00011124410229967907,11135
5065,0.000111247762106359,26341
5066,0.0001112484242185019,561
5067,0.00011124869342893362,27846
5068,0.00011125142918899655,28524
5069,0.0001112528407247737,15461
5070,0.00011125988385174423,5662
5071,0.00011126163735752925,14672
5072,0.00011126301251351833,8535
5073,0.00011126306344522163,9963
5074,0.0001112700774683617,25643
5075,0.00011127230391139165,15409
5076,0.00011127907055197284,30213
5077,0.0001112803365685977,9335
5078,0.00011128896585432813,3472
5079,0.00011128974438179284,1899
5080,0.00011129071936011314,20760
5081,0.00011129237827844918,4346
5082,0.0001112935206037946,25466
5083,0.00011129580525448546,634
5084,0.00011129742051707581,6611
5085,0.00011129784252261743,3673
5086,0.00011129958147648722,27241
5087,0.00011130360508104786,20010
5088,0.00011130422353744507,11872
5089,0.00011130581697216257,18863
5090,0.00011130606435472146,29381
5091,0.00011130648636026308,769
5092,0.00011130668281111866,24221
5093,0.00011130678467452526,3381
5094,0.00011130792699987069,11074
5095,0.00011130806524306536,7394
5096,0.00011130938946735114,8730
5097,0.00011130959319416434,27023
5098,0.00011130991333629936,3268
5099,0.00011131272913189605,780
5100,0.00011131298379041255,5577
5101,0.00011131448263768107,19638
5102,0.00011131550127174705,28694
5103,0.00011131761129945517,22474
5104,0.00011131838255096227,18959
5105,0.00011131892824778333,3219
5106,0.00011132008512504399,6069
5107,0.00011132223153254017,24725
5108,0.00011132677900604904,5114
5109,0.00011132813961012289,16702
5110,0.0001113283506128937,15531
5111,0.00011133047519251704,15084
5112,0.00011133135558338836,27292
5113,0.00011133386578876525,6417
5114,0.00011133684893138707,8616
5115,0.00011133728548884392,12590
5116,0.00011133916996186599,2481
5117,0.00011133951920783147,6891
5118,0.0001113412290578708,29812
5119,0.00011134566739201546,7230
5120,0.00011134795931866392,27118
5121,0.00011135161184938625,24697
5122,0.00011135235399706289,6922
5123,0.00011135492968605831,28162
5124,0.00011135963723063469,25768
5125,0.00011136296234326437,10336
5126,0.00011136393004562706,26599
5127,0.00011136740795336664,700
5128,0.00011136753164464608,12685
5129,0.00011136999091831967,8047
5130,0.00011137095862068236,10760
5131,0.00011137095862068236,25888
5132,0.00011137373803649098,990
5133,0.00011137407273054123,29762
5134,0.00011137578985653818,25657
5135,0.00011137624824186787,30270
5136,0.00011137724504806101,9410
5137,0.00011137768888147548,14377
5138,0.00011137784895254299,29680
5139,0.00011138362606288865,6773
5140,0.0001113881662604399,12456
5141,0.00011139055277453735,29217
5142,0.00011139501293655485,4147
5143,0.00011139598063891754,12375
5144,0.00011139843991259113,1720
5145,0.00011140230344608426,28595
5146,0.0001114048864110373,28914
5147,0.00011140773858642206,16320
5148,0.00011141168943140656,15042
5149,0.00011141267168568447,14075
5150,0.00011141401046188548,21645
5151,0.00011142309085698798,3421
5152,0.00011142363655380905,17819
5153,0.00011142467701574787,4249
5154,0.00011142493895022199,13329
5155,0.00011142611765535548,12598
5156,0.00011142713628942147,7607
5157,0.00011142821313114837,5089
5158,0.00011142974108224735,13547
5159,0.00011143075244035572,12479
5160,0.00011143185110995546,20564
5161,0.00011143332085339352,28800
5162,0.00011143494339194149,7490
5163,0.0001114352053264156,27496
5164,0.00011143555457238108,14431
5165,0.0001114386977860704,29352
5166,0.00011144109157612547,24438
5167,0.00011144240852445364,25472
5168,0.00011144274321850389,3984
5169,0.00011144400923512876,21175
5170,0.00011144643212901428,15193
5171,0.00011145066673634574,7126
5172,0.00011145535972900689,26704
5173,0.00011145559983560815,8776
5174,0.00011145717144245282,27414
5175,0.00011145864118589088,9661
5176,0.0001114600891014561,28376
5177,0.00011146102042403072,21046
5178,0.00011146220640512183,10507
5179,0.00011146945325890556,2586
5180,0.00011146997712785378,30156
5181,0.0001114729093387723,25783
5182,0.00011147760233143345,10393
5183,0.00011147812620038167,18342
5184,0.00011147971235914156,21010
5185,0.00011148244084324688,17154
5186,0.00011149197962367907,22149
5187,0.00011149215424666181,18087
5188,0.00011149537021992728,20552
5189,0.00011149858619319275,10234
5190,0.00011149934289278463,15348
5191,0.00011149961937917396,29359
5192,0.00011150503269163892,4019
5193,0.00011150680802529678,11464
5194,0.00011150786303915083,14744
5195,0.00011151048238389194,18326
5196,0.00011151257058372721,9346
5197,0.0001115142076741904,23998
5198,0.00011151564831379801,18329
5199,0.00011151641956530511,9749
5200,0.00011151859507663175,29524
5201,0.0001115201594075188,8444
5202,0.00011152282968396321,3682
5203,0.00011152371735079214,30190
5204,0.00011152478691656142,1008
5205,0.00011152699880767614,17193
5206,0.00011152827937621623,29601
5207,0.00011153320519952103,2410
5208,0.00011153425293741748,22021
5209,0.00011153655941598117,121
5210,0.00011153872037539259,29332
5211,0.00011154007370350882,8565
5212,0.0001115416525863111,12965
5213,0.00011154200183227658,8567
5214,0.0001115423729061149,13687
5215,0.0001115458580898121,5898
5216,0.0001115472914534621,9858
5217,0.00011154803360113874,9804
5218,0.00011155284300912172,686
5219,0.00011155389802297577,10495
5220,0.00011155389802297577,26131
5221,0.00011155446554766968,6357
5222,0.00011155451647937298,7069
5223,0.00011155533866258338,2046
5224,0.0001115560662583448,14274
5225,0.00011155766696901992,18180
5226,0.0001115589402616024,16146
5227,0.00011156142136314884,20074
5228,0.00011156476102769375,802
5229,0.00011156639811815694,14137
5230,0.0001115694540203549,17495
5231,0.00011157282278873026,5915
5232,0.00011157582775922492,9940
5233,0.00011157583503518254,14100
5234,0.00011157655535498634,28098
5235,0.00011157706467201933,5446
5236,0.00011158106644870713,8262
5237,0.00011158597044413909,22945
5238,0.00011158620327478275,24846
5239,0.00011158774577779695,7104
5240,0.00011158984125358984,8950
5241,0.00011159345740452409,12687
5242,0.00011159502173541114,29400
5243,0.00011159579298691824,6616
5244,0.00011159665882587433,28246
5245,0.00011159698624396697,22756
5246,0.00011159796849824488,3067
5247,0.00011160224676132202,24252
5248,0.00011160226131323725,24176
5249,0.00011160672147525474,28407
5250,0.00011160761641804129,8061
5251,0.00011160787107655779,22121
5252,0.00011160911526530981,25119
5253,0.00011160944995936006,12101
5254,0.00011161113798152655,388
5255,0.00011161473230458796,30311
5256,0.00011161795555381104,27347
5257,0.0001116186031140387,25834
5258,0.00011162443843204528,20888
5259,0.00011162610462633893,29659
5260,0.00011162740702275187,33
5261,0.00011162745795445517,7772
5262,0.00011162745795445517,19698
5263,0.00011162793089170009,30298
5264,0.00011163191811647266,17307
5265,0.00011163380258949474,18585
5266,0.00011163475573994219,1956
5267,0.00011163493036292493,7525
5268,0.00011163610179210082,1566
5269,0.00011163617455167696,27536
5270,0.0001116362473112531,7265
5271,0.00011163649469381198,14171
5272,0.00011163912859046832,12282
5273,0.00011164056923007593,21296
5274,0.00011164072202518582,3509
5275,0.00011164360330440104,8275
5276,0.00011164476745761931,10728
5277,0.000111645735159982,2823
5278,0.00011164692841703072,18615
5279,0.00011164761235704646,25861
5280,0.00011164910392835736,3552
5281,0.00011165202886331826,6822
5282,0.000111653127532918,4936
5283,0.00011165372416144237,16870
5284,0.00011166065087309107,10864
5285,0.00011166323383804411,8534
5286,0.00011166360491188243,23857
5287,0.0001116661514970474,9452
5288,0.00011166868353029713,15145
5289,0.0001116711282520555,13465
5290,0.00011167166667291895,7413
5291,0.00011167258344357833,1814
5292,0.00011168041964992881,22166
5293,0.00011168073979206383,3675
5294,0.00011168199853273109,3348
5295,0.00011168773198733106,2433
5296,0.00011168999481014907,25192
5297,0.00011169115896336734,10641
5298,0.00011169225035700947,26245
5299,0.0001116928833653219,12222
5300,0.00011169656499987468,15849
5301,0.00011170322977704927,2511
5302,0.00011170386278536171,2899
5303,0.00011170454672537744,229
5304,0.00011170485959155485,2360
5305,0.00011170730431331322,14178
5306,0.00011170918878633529,27983
5307,0.00011171169899171218,7101
5308,0.00011171281948918477,24994
5309,0.00011171368532814085,24806
5310,0.00011171404185006395,13596
5311,0.00011171582445967942,29181
5312,0.00011171943333465606,16041
5313,0.0001117204301408492,25772
5314,0.00011172446102136746,1880
5315,0.00011172529775649309,12189
5316,0.00011172577796969563,5502
5317,0.00011172676022397354,3739
5318,0.00011172688391525298,11529
5319,0.0001117298161261715,2634
5320,0.00011173352686455473,8598
5321,0.0001117357169277966,345
5322,0.00011173592793056741,1701
5323,0.00011173772509209812,20505
5324,0.00011173782695550472,1872
5325,0.00011173888196935877,15363
5326,0.00011174158862559125,3393
5327,0.0001117444335250184,3912
5328,0.00011174492829013616,9671
5329,0.0001117475112550892,30155
5330,0.00011174842074979097,10846
5331,0.00011175455438205972,18781
5332,0.00011175457620993257,21902
5333,0.00011175557301612571,10132
5334,0.00011175878898939118,7063
5335,0.00011176150292158127,18583
5336,0.00011176467523910105,18605
5337,0.00011176627594977617,28218
5338,0.0001117669089580886,770
5339,0.00011176861880812794,5957
5340,0.00011176928819622844,26889
5341,0.0001117747524403967,9022
5342,0.00011177833221154287,25615
5343,0.00011178079148521647,8713
5344,0.00011178453132743016,22535
5345,0.0001117849096772261,13517
5346,0.00011178691056557,19812
5347,0.00011178856220794842,24039
5348,0.00011178863496752456,23519
5349,0.00011178920976817608,11223
5350,0.00011179003195138648,23585
5351,0.00011179102148162201,6378
5352,0.00011179314606124535,12898
5353,0.00011179328430444002,17355
5354,0.00011179803550476208,9153
5355,0.0001117982974392362,10355
5356,0.00011179852299392223,28769
5357,0.00011179868306498975,18457
5358,0.00011179929424542934,11448
5359,0.00011180057481396943,10902
5360,0.00011180105502717197,8354
5361,0.00011180299043189734,16047
5362,0.00011180528963450342,8943
5363,0.00011180776346009225,16758
5364,0.00011180996807524934,4421
5365,0.00011181131412740797,5301
5366,0.00011181163426954299,3683
5367,0.00011181498848600313,8255
5368,0.00011181583249708638,2761
5369,0.00011181678564753383,26644
5370,0.00011182796151842922,5347
5371,0.00011183561582583934,12564
5372,0.00011184022150700912,1771
5373,0.00011184145114384592,25360
5374,0.00011184412142029032,7656
5375,0.00011184449249412864,28585
5376,0.0001118467262131162,9541
5377,0.00011184953473275527,20607
5378,0.00011185045150341466,27322
5379,0.00011185082257725298,2538
5380,0.0001118570871767588,24330
5381,0.00011186229676241055,10286
5382,0.0001118626823881641,12332
5383,0.00011186466872459278,22101
5384,0.00011186562915099785,25473
5385,0.0001118658110499382,8389
5386,0.00011186695337528363,3309
5387,0.00011186737538082525,22814
5388,0.00011186843039467931,18593
5389,0.00011187190102646127,15177
5390,0.00011187233030796051,26798
5391,0.00011187473137397319,1273
5392,0.00011187692871317267,8395
5393,0.00011187839118065313,13807
5394,0.00011187846394022927,26847
5395,0.0001118804284487851,431
5396,0.00011188053758814931,26282
5397,0.00011188069038325921,18061
5398,0.00011188100324943662,28237
5399,0.0001118811997002922,19663
5400,0.00011188122152816504,22436
5401,0.00011188763164682314,1239
5402,0.00011188909411430359,16123
5403,0.00011188931966898963,28053
5404,0.0001118894579121843,5477
5405,0.00011189299402758479,23791
5406,0.00011189645738340914,11297
5407,0.00011189717042725533,21326
5408,0.00011189850920345634,4302
5409,0.00011190007353434339,1170
5410,0.00011190061923116446,22313
5411,0.00011190086661372334,10710
5412,0.00011190450459253043,9530
5413,0.00011190754594281316,8379
5414,0.00011190799705218524,26215
5415,0.0001119089502026327,5730
5416,0.00011190980876563117,22643
5417,0.00011191074008820578,16108
5418,0.00011191080557182431,1420
5419,0.00011191277735633776,22969
5420,0.00011191882367711514,1289
5421,0.00011191882367711514,28079
5422,0.00011191966768819839,28152
5423,0.00011192214151378721,15205
5424,0.00011192488454980776,15718
5425,0.00011192545207450166,22521
5426,0.00011192867532372475,1514
5427,0.00011192992678843439,14609
5428,0.00011193026148248464,6386
5429,0.00011193034879397601,8990
5430,0.00011193066166015342,5357
5431,0.00011193243699381128,621
5432,0.00011193618411198258,27650
5433,0.00011193635873496532,19814
5434,0.0001119417865993455,29206
5435,0.0001119429143727757,15973
5436,0.00011194338731002063,4228
5437,0.00011194600665476173,3782
5438,0.00011194741091458127,3258
5439,0.00011194784747203812,18482
5440,0.00011195078695891425,3000
5441,0.00011195083789061755,27847
5442,0.00011195088882232085,19623
5443,0.00011195617844350636,7684
5444,0.00011195847764611244,16721
5445,0.00011196298146387562,14685
5446,0.00011196442210348323,27687
5447,0.00011196536797797307,4229
5448,0.00011196707782801241,17810
5449,0.00011196749983355403,13262
5450,0.00011196772538824007,16624
5451,0.00011197457934031263,5608
5452,0.00011197559797437862,9224
5453,0.00011197605635970831,7852
5454,0.0001119764638133347,12254
5455,0.00011197872663615271,2504
5456,0.00011197885032743216,1694
5457,0.00011198235006304458,29224
5458,0.0001119843655033037,12217
5459,0.0001119856970035471,29392
5460,0.00011198619176866487,1437
5461,0.00011198905849596485,7976
5462,0.00011198912397958338,13608
5463,0.00011198977881576866,28366
5464,0.00011199246364412829,11225
5465,0.00011199577420484275,18850
5466,0.00011199742584722117,2607
5467,0.00011199921573279426,9330
5468,0.00011199930304428563,16125
5469,0.00011199951404705644,16401
5470,0.00011200002336408943,18658
5471,0.00011200160224689171,29676
5472,0.00011200290464330465,6412
5473,0.00011200398148503155,8137
5474,0.00011200511653441936,24218
5475,0.00011200587323401123,11336
5476,0.00011200604785699397,15512
5477,0.00011200660810573027,24288
5478,0.0001120072411140427,25592
5479,0.00011200931476196274,7366
5480,0.00011200989683857188,26739
5481,0.00011201207962585613,29621
5482,0.00011201352026546374,9873
5483,0.0001120142187573947,17021
5484,0.00011201597953913733,28388
5485,0.00011201712186448276,14683
5486,0.00011202154564671218,3343
5487,0.00011202258610865101,2244
5488,0.00011202258610865101,19359
5489,0.0001120230444939807,28091
5490,0.00011202599125681445,27937
5491,0.00011203179747099057,8175
5492,0.00011203434405615553,7365
5493,0.00011203534813830629,27727
5494,0.00011203564645256847,20672
5495,0.00011203741451026872,10831
5496,0.00011203804751858115,9411
5497,0.0001120407905546017,21522
5498,0.0001120431479648687,8462
5499,0.00011204318434465677,9042
5500,0.00011204365728190169,14204
5501,0.00011204507609363645,7444
5502,0.00011204546171939,17609
5503,0.00011204680049559101,12894
5504,0.0001120484885177575,11337
5505,0.00011204915790585801,28026
5506,0.00011205149348825216,20580
5507,0.00011205860937479883,13698
5508,0.00011205950431758538,19054
5509,0.00011206304043298587,1173
5510,0.00011206397175556049,12912
5511,0.00011206709314137697,27836
5512,0.00011206955969100818,25474
5513,0.00011207108764210716,4615
5514,0.00011207340139662847,12509
5515,0.00011207590432604775,519
5516,0.00011207682837266475,5564
5517,0.00011207898933207616,25524
5518,0.00011207985517103225,8790
5519,0.00011208030628040433,6840
5520,0.00011208144860574976,16425
5521,0.00011208923388039693,28936
5522,0.00011208988871658221,28679
5523,0.00011209069634787738,20330
5524,0.00011209074727958068,23851
5525,0.00011209141666768119,10281
5526,0.0001120923479902558,132
5527,0.00011209266813239083,3650
5528,0.00011209455988137051,8760
5529,0.00011209477088414133,16742
5530,0.00011209493095520884,11483
5531,0.00011209626245545223,1871
5532,0.00011209881631657481,6266
5533,0.00011210143566131592,153
5534,0.00011210342199774459,15451
5535,0.00011210347292944789,21369
5536,0.00011210628144908696,20872
5537,0.00011210770026082173,22110
5538,0.0001121100940508768,23730
5539,0.00011211025412194431,873
5540,0.00011211201490368694,8138
5541,0.00011211218952666968,4189
5542,0.00011211288801860064,24464
5543,0.00011211325909243897,2297
5544,0.0001121142995543778,25045
5545,0.00011211528180865571,2769
5546,0.00011211703531444073,4196
5547,0.00011211873788852245,29231
5548,0.00011212018580408767,23907
5549,0.00011212294339202344,23951
5550,0.00011212325625820085,9897
5551,0.00011212729441467673,16139
5552,0.00011213469406357035,26077
5553,0.00011213571269763634,25141
5554,0.00011213982361368835,14543
5555,0.00011214325786568224,10002
5556,0.00011214325786568224,26541
5557,0.00011214337428100407,9992
5558,0.00011214432743145153,4362
5559,0.00011214534606551751,27943
5560,0.00011214666301384568,5797
5561,0.000112147034087684,11808
5562,0.0001121470850193873,8052
5563,0.00011214806727366522,24602
5564,0.0001121496461564675,26354
5565,0.00011215003905817866,25167
5566,0.00011215038830414414,13295
5567,0.00011215145786991343,11293
5568,0.00011215375707251951,3925
5569,0.00011215566337341443,12760
5570,0.00011215571430511773,14173
5571,0.0001121569803217426,10010
5572,0.00011215815902687609,16391
5573,0.00011216024722671136,21386
5574,0.00011216280836379156,26430
5575,0.00011216316488571465,6008
5576,0.00011216679558856413,5998
5577,0.00011216727580176666,14764
5578,0.0001121705281548202,5654
5579,0.00011217082646908239,28555
5580,0.00011217407882213593,25392
5581,0.00011217437713639811,28608
5582,0.00011217728751944378,26129
5583,0.00011217737483093515,5867
5584,0.00011217779683647677,4639
5585,0.00011217846622457728,14484
5586,0.00011217948485864326,14022
5587,0.00011217992141610011,27029
5588,0.00011218152940273285,29197
5589,0.00011218530562473461,1561
5590,0.00011218569125048816,11949
5591,0.00011218759027542546,8335
5592,0.00011218846339033917,29797
5593,0.0001121896639233455,25640
5594,0.00011218997678952292,24366
5595,0.00011219239968340844,17949
5596,0.00011219248699489981,7972
5597,0.00011219285806873813,26015
5598,0.00011219732550671324,13620
5599,0.0001121973546105437,25738
5600,0.00011220194573979825,3837
5601,0.00011220217129448429,7297
5602,0.00011220570740988478,26072
5603,0.00011220753367524594,456
5604,0.00011221758177271113,4755
5605,0.00011221821478102356,20712
5606,0.00011222069588257,13132
5607,0.00011222130706300959,6391
5608,0.0001122220273828134,16761
5609,0.00011222350440220907,3886
5610,0.00011222559260204434,26494
5611,0.00011222626199014485,27318
5612,0.0001122284447774291,2854
5613,0.00011222956527490169,25250
5614,0.00011223092587897554,28157
5615,0.00011223401088500395,9701
5616,0.00011223415640415624,3931
5617,0.00011223505134694278,2505
5618,0.00011223580077057704,14338
5619,0.00011223635374335572,14026
5620,0.00011223732144571841,93
5621,0.00011223740875720978,18073
5622,0.00011223796900594607,26460
5623,0.00011223804176552221,28688
5624,0.00011223897308809683,27008
5625,0.00011223969340790063,26730
5626,0.00011223990441067144,1911
5627,0.00011224010813748464,8219
5628,0.0001122442918131128,26959
5629,0.00011224585614399984,16798
5630,0.00011224707122892141,26109
5631,0.00011224707122892141,26696
5632,0.00011224980698898435,27520
5633,0.00011225028720218688,18815
5634,0.00011225290654692799,10168
5635,0.00011225479829590768,2569
5636,0.00011225740308873355,12116
5637,0.00011226173955947161,28779
5638,0.00011226733477087691,7874
5639,0.0001122673784266226,2272
5640,0.00011226857895962894,5793
5641,0.00011227026698179543,17161
5642,0.00011227477807551622,21229
5643,0.00011227532377233729,30299
5644,0.00011227602954022586,18567
5645,0.00011227664072066545,22137
5646,0.00011227727372897789,7947
5647,0.00011227872164454311,13969
5648,0.00011228027869947255,27655
5649,0.00011228094808757305,11683
5650,0.00011228154471609741,25134
5651,0.00011228422954445705,4049
5652,0.0001122849716921337,30250
5653,0.00011228632502024993,13688
5654,0.00011228697985643521,27822
5655,0.00011228711809962988,594
5656,0.00011228838411625475,6901
5657,0.0001122914400184527,27293
5658,0.0001122915928135626,2515
5659,0.00011229472875129431,23889
5660,0.00011229572555748746,3080
5661,0.00011229860683670267,6878
5662,0.00011229878873564303,9495
5663,0.00011229885421926156,12395
5664,0.00011229896335862577,576
5665,0.00011229905067011714,4248
5666,0.00011230185918975621,30189
5667,0.00011230498785153031,18447
5668,0.00011230822565266863,27780
5669,0.00011230864038225263,6758
5670,0.00011230936070205644,9946
5671,0.00011231035023229197,13209
5672,0.00011231529788346961,9282
5673,0.00011231767712160945,9623
5674,0.00011231797543587163,18282
5675,0.0001123201145674102,29831
5676,0.0001123211404774338,29718
5677,0.00011232143151573837,28628
5678,0.00011232171527808532,9308
5679,0.00011232207180000842,2797
5680,0.00011232482938794419,8657
5681,0.00011232495307922363,734
5682,0.00011232525139348581,3901
5683,0.00011233002442168072,18827
5684,0.0001123332476709038,5568
5685,0.00011233714030822739,10579
5686,0.0001123389374697581,2642
5687,0.00011234013072680682,4254
5688,0.00011234471458010375,8984
5689,0.00011234552221139893,16023
5690,0.00011234566773055121,1061
5691,0.00011234872363274917,5707
5692,0.00011235301644774154,16232
5693,0.00011235354031668976,4390
5694,0.00011235378769924864,16112
5695,0.00011235517013119534,28808
5696,0.0001123568436014466,13852
5697,0.00011235773854423314,3377
5698,0.00011236329009989277,12960
5699,0.00011236334830755368,27976
5700,0.00011236467980779707,18144
5701,0.00011236937280045822,3467
5702,0.00011237088619964197,750
5703,0.00011237303988309577,3532
5704,0.00011237422586418688,11366
5705,0.000112377259938512,2902
5706,0.00011237888247705996,23402
5707,0.00011238002480240539,12401
5708,0.00011238170554861426,13990
5709,0.00011238687147852033,25213
5710,0.00011238711886107922,26750
5711,0.00011239475861657411,6666
5712,0.00011239620653213933,27495
5713,0.00011239774903515354,4340
5714,0.00011239884042879567,5026
5715,0.00011239973537158221,22927
5716,0.00011240017920499668,3655
5717,0.00011240086314501241,13989
5718,0.00011240290041314438,26820
5719,0.00011240319872740656,10302
5720,0.0001124046029872261,803
5721,0.00011240723688388243,29518
5722,0.00011240897583775222,27580
5723,0.0001124115296988748,26702
5724,0.00011241350875934586,14280
5725,0.0001124162517953664,10270
5726,0.00011241632455494255,6559
5727,0.00011241956235608086,28063
5728,0.00011242389882681891,29698
5729,0.00011242410982958972,25749
5730,0.00011242474283790216,4674
5731,0.00011242517939535901,20894
5732,0.0001124257396440953,7075
5733,0.00011242650361964479,12048
5734,0.00011242744949413463,10318
5735,0.00011242782056797296,1613
5736,0.0001124307163991034,8506
5737,0.00011243121116422117,14976
5738,0.00011243198241572827,6907
5739,0.0001124326154240407,27755
5740,0.0001124327172874473,8273
5741,0.00011243420885875821,24368
5742,0.00011243879998801276,29207
5743,0.00011244222696404904,17340
5744,0.00011244382767472416,1600
5745,0.00011244654888287187,6105
5746,0.00011244782945141196,30284
5747,0.00011244893539696932,26270
5748,0.00011244898632867262,20904
5749,0.00011245340283494443,25817
5750,0.00011245340283494443,25818
5751,0.00011245340283494443,26918
5752,0.00011245648056501523,12119
5753,0.00011245809582760558,6256
5754,0.00011245960922678933,18037
5755,0.00011245978384977207,4861
5756,0.00011246065696468577,2751
5757,0.00011246172653045505,6737
5758,0.00011246317444602028,3911
5759,0.00011246327630942687,15586
5760,0.00011246403300901875,3993
5761,0.00011246579379076138,5160
5762,0.00011246670328546315,14290
5763,0.000112476474896539,28031
5764,0.00011247712245676666,4345
5765,0.0001124789341702126,11463
5766,0.00011248035298194736,12921
5767,0.00011248369264649227,21436
5768,0.00011248517694184557,25622
5769,0.00011248578812228516,2611
5770,0.00011248787632212043,9349
5771,0.00011248844384681433,2242
5772,0.00011248921509832144,24928
5773,0.00011248933878960088,1845
5774,0.00011249067028984427,435
5775,0.00011249067028984427,18775
5776,0.00011249115050304681,12795
5777,0.00011249547242186964,20386
5778,0.00011249754606978968,28509
5779,0.00011249830276938155,7013
5780,0.00011250445095356554,23175
5781,0.00011250998795730993,1959
5782,0.00011251324758632109,17433
5783,0.00011251393880229443,24992
5784,0.00011251666001044214,15828
5785,0.00011251826072111726,5345
5786,0.00011251913383603096,2364
5787,0.00011251938849454746,9275
5788,0.00011252040712861344,12265
5789,0.0001125211056205444,5148
5790,0.00011252314288867638,6443
5791,0.00011252730473643169,19011
5792,0.0001125299240811728,29617
5793,0.0001125317212427035,11233
5794,0.0001125352137023583,5153
5795,0.00011253934644628316,27435
5796,0.00011254171840846539,6704
5797,0.0001125452108681202,22639
5798,0.00011254521814407781,5922
5799,0.00011254579294472933,14350
5800,0.0001125458293245174,25201
5801,0.00011254723358433694,20348
5802,0.00011254725541220978,3201
5803,0.00011254857236053795,9177
5804,0.00011254859418841079,7400
5805,0.00011255189747316763,6126
5806,0.00011255600111326203,7501
5807,0.00011255786375841126,25291
5808,0.00011255942808929831,29128
5809,0.00011256345169385895,6166
5810,0.00011256345169385895,16770
5811,0.00011256421566940844,3618
5812,0.00011256528523517773,17749
5813,0.0001125661947298795,11192
5814,0.000112571993668098,15642
5815,0.00011257529695285484,30192
5816,0.00011257869482506067,28481
5817,0.00011258127051405609,5438
5818,0.00011258314043516293,29609
5819,0.00011258348968112841,28033
5820,0.0001125844573834911,1324
5821,0.00011258719314355403,9512
5822,0.00011258731683483347,17040
5823,0.00011258810991421342,16665
5824,0.00011259283201070502,3966
5825,0.00011259860184509307,22028
5826,0.00011259956227149814,6251
5827,0.00011259996972512454,2656
5828,0.00011260181054240093,102
5829,0.00011260539758950472,4855
5830,0.00011260765313636512,12467
5831,0.0001126095958170481,23755
5832,0.00011260971950832754,3383
5833,0.00011261006147833541,3634
5834,0.00011261041072430089,25689
5835,0.00011261321924393997,18682
5836,0.00011261427425779402,17123
5837,0.00011261751205893233,13858
5838,0.00011261979670962319,30222
5839,0.00011262327461736277,28007
5840,0.00011262613406870514,26561
5841,0.00011263437772868201,23357
5842,0.00011263485066592693,16005
5843,0.0001126352944993414,26457
5844,0.0001126361676142551,19808
5845,0.00011264118074905127,162
5846,0.00011264577915426344,1202
5847,0.00011264579370617867,18690
5848,0.00011264970089541748,11961
5849,0.00011265354987699538,10232
5850,0.00011265354987699538,29337
5851,0.0001126592032960616,291
5852,0.00011266147339483723,29713
5853,0.00011266326328041032,3791
5854,0.00011266446381341666,8250
5855,0.00011266579531366006,24499
5856,0.00011266679939581081,24812
5857,0.00011266936780884862,5582
5858,0.00011267210356891155,26744
5859,0.000112672227260191,21969
5860,0.00011267839727224782,22670
5861,0.0001126794159063138,20707
5862,0.00011268204980297014,1628
5863,0.00011268204980297014,24616
5864,0.00011268874368397519,18065
5865,0.00011269934475421906,11986
5866,0.00011269974493188784,15898
5867,0.00011270422692177817,11399
5868,0.00011270961840637028,26327
5869,0.00011271017865510657,29463
5870,0.00011271148832747713,14593
5871,0.00011271220137132332,11280
5872,0.00011271250696154311,28359
5873,0.00011271432595094666,25853
5874,0.0001127162977354601,4789
5875,0.00011271914263488725,20963
5876,0.0001127252253354527,8062
5877,0.00011272534902673215,28046
5878,0.00011272587289568037,12799
5879,0.00011272807023487985,4077
5880,0.00011272900155745447,29126
5881,0.00011272977280896157,25470
5882,0.00011273698328295723,10204
5883,0.00011273709969827905,13668
5884,0.00011273964628344402,7000
5885,0.00011274044663878158,21610
5886,0.00011274274584138766,26118
5887,0.00011274571443209425,14869
5888,0.00011274652206338942,327
5889,0.00011274785356363282,6485
5890,0.00011274806456640363,29751
5891,0.00011274821008555591,4565
5892,0.00011274968710495159,6594
5893,0.0001127535360865295,19788
5894,0.0001127559007727541,10278
5895,0.0001127621580963023,9120
5896,0.00011276402074145153,8082
5897,0.00011276428267592564,25455
5898,0.00011276602890575305,19738
5899,0.00011276829172857106,20019
5900,0.0001127691357396543,9262
5901,0.00011276945588178933,3989
5902,0.00011277369048912078,26974
5903,0.00011277395242359489,10639
5904,0.00011277437442913651,7768
5905,0.00011277473822701722,10732
5906,0.00011277473822701722,18378
5907,0.00011277799058007076,368
5908,0.00011278173769824207,30017
5909,0.00011278840975137427,7585
5910,0.00011278959573246539,9619
5911,0.00011279115278739482,5912
5912,0.00011279234604444355,27829
5913,0.00011279862519586459,7856
5914,0.00011280010221526027,11533
5915,0.00011280026228632778,22645
5916,0.0001128003787016496,27967
5917,0.00011280203034402803,3237
5918,0.00011280459875706583,18352
5919,0.00011280631588306278,2620
5920,0.00011280667240498587,14236
5921,0.00011280864418949932,15357
5922,0.00011280990293016657,23088
5923,0.0001128104267991148,7095
5924,0.00011281397746643052,21642
5925,0.0001128154035541229,6468
5926,0.0001128161238739267,13574
5927,0.00011281865590717643,28527
5928,0.00011282198101980612,2447
